hrs_Studied,prev_score,sleep,sample_practiced,extra_Curr,Result,
1,94,8,6,Yes,70,
3,92,8,3,Yes,73,
9,55,8,5,Yes,56,
2,95,7,7,No,71,
4,94,4,7,Yes,76,
4,64,8,6,No,49,
2,65,8,1,Yes,43,
3,88,9,1,No,67,
3,84,5,2,Yes,63,
1,48,5,3,Yes,18,
6,54,6,0,No,43,
8,78,6,4,No,72,
3,72,6,6,Yes,57,
5,40,8,9,Yes,25,
1,44,5,4,No,15,
7,95,6,6,Yes,88,
1,48,5,4,Yes,24,
9,83,8,9,No,81,
8,45,9,7,Yes,40,
7,67,8,6,Yes,60,
7,84,6,0,No,73,
5,65,8,0,Yes,52,
5,67,8,4,No,53,
5,79,5,1,No,65,
1,54,4,8,Yes,30,
8,45,7,1,Yes,39,
1,66,6,8,No,43,
4,77,4,9,No,59,
9,43,9,1,Yes,38,
9,50,6,3,No,44,
5,60,4,2,Yes,44,
4,69,8,5,No,53,
3,57,6,3,No,37,
3,74,4,8,No,52,
5,42,7,8,Yes,30,
1,51,8,9,No,22,
5,66,6,8,No,51,
6,92,9,2,No,82,
7,69,9,2,No,63,
9,60,6,3,Yes,58,
3,77,4,8,No,58,
2,60,6,5,Yes,38,
3,99,8,8,No,80,
9,77,5,7,No,70,
7,79,9,6,Yes,72,
9,54,4,4,Yes,48,
2,57,7,8,No,36,
5,91,6,3,No,73,
4,68,8,3,No,51,
2,87,6,7,Yes,63,
9,77,7,3,No,74,
9,99,8,6,Yes,98,
6,60,7,3,No,45,
6,56,8,0,Yes,45,
8,80,5,9,Yes,74,
6,90,9,8,Yes,81,
1,57,8,3,No,30,
4,96,7,2,No,77,
7,94,4,2,Yes,86,
2,76,9,8,Yes,58,
9,99,5,7,Yes,99,
8,77,6,9,No,69,
8,51,5,6,No,47,
7,50,5,6,No,42,
4,87,6,3,Yes,73,
2,91,8,2,No,71,
3,88,5,3,No,68,
6,59,9,5,No,47,
5,48,5,3,Yes,31,
8,40,4,3,No,31,
6,97,9,1,No,86,
6,42,4,6,No,27,
1,60,9,5,No,32,
4,62,7,1,No,41,
5,48,6,4,Yes,33,
3,93,9,5,Yes,75,
9,58,9,4,Yes,57,
1,84,8,3,Yes,59,
6,94,8,8,No,87,
6,85,7,2,No,72,
5,91,8,1,Yes,78,
5,58,8,8,Yes,46,
5,62,4,7,Yes,47,
6,66,8,8,No,58,
8,66,8,9,No,63,
2,78,7,2,No,56,
6,75,7,0,Yes,62,
1,51,5,0,Yes,23,
4,94,8,2,Yes,73,
3,66,8,3,No,46,
9,85,9,1,No,80,
3,73,8,7,Yes,59,
6,72,4,2,Yes,60,
1,67,9,3,No,41,
6,70,8,5,No,61,
4,71,4,9,Yes,51,
8,89,5,5,Yes,82,
9,59,9,1,No,55,
4,79,6,5,Yes,64,
6,74,8,3,Yes,61,
1,70,9,4,No,44,
4,97,7,6,Yes,81,
7,70,9,6,No,64,
1,77,7,5,Yes,53,
8,61,8,9,No,55,
6,84,4,5,Yes,72,
5,80,7,5,Yes,65,
9,48,9,3,Yes,44,
2,91,9,2,No,70,
5,48,7,0,Yes,34,
6,54,5,2,Yes,41,
7,52,5,2,No,43,
5,61,5,8,Yes,48,
9,55,7,2,No,46,
1,71,7,7,No,47,
7,41,9,7,No,37,
7,65,8,2,Yes,56,
4,53,8,9,No,40,
9,98,4,9,Yes,96,
5,77,7,5,No,63,
4,73,8,7,Yes,58,
7,47,8,7,No,36,
4,75,5,9,No,61,
3,60,5,9,Yes,39,
9,95,5,8,No,90,
8,85,6,8,Yes,79,
1,82,8,7,No,58,
7,95,5,6,Yes,89,
9,67,5,9,No,64,
8,85,7,2,No,78,
8,83,9,6,Yes,79,
6,87,5,3,No,72,
4,45,7,1,Yes,26,
8,59,4,7,Yes,52,
3,70,5,1,No,49,
9,72,9,0,No,66,
2,83,7,4,No,59,
2,46,9,9,Yes,28,
7,47,5,8,Yes,39,
4,48,4,4,No,31,
8,41,5,1,Yes,33,
9,56,7,9,No,57,
7,91,4,3,No,83,
5,84,4,7,No,69,
8,76,4,6,Yes,71,
4,81,6,4,Yes,62,
2,83,7,3,No,58,
6,56,6,4,Yes,46,
9,92,9,6,No,93,
1,77,4,4,No,48,
7,74,6,7,Yes,68,
9,99,5,6,No,97,
9,86,6,6,No,82,
3,78,8,8,No,57,
5,69,9,7,No,55,
8,45,4,7,No,37,
8,43,4,5,Yes,35,
4,90,9,6,Yes,72,
1,76,9,7,No,51,
1,74,7,4,Yes,50,
4,97,5,9,No,82,
6,96,9,1,No,84,
8,48,9,6,No,46,
6,45,7,9,No,34,
9,52,9,2,Yes,55,
9,98,6,9,Yes,95,
2,61,8,7,No,40,
1,67,8,5,Yes,42,
2,69,8,3,No,45,
5,91,9,1,Yes,80,
4,75,8,6,No,60,
4,41,5,0,No,21,
9,97,6,6,No,95,
8,75,8,9,Yes,72,
6,47,4,9,Yes,35,
1,84,9,6,No,58,
2,81,6,9,Yes,59,
6,89,5,2,Yes,77,
2,48,8,3,Yes,23,
5,40,5,3,Yes,26,
5,52,9,3,Yes,39,
6,89,8,8,Yes,79,
6,54,4,5,Yes,39,
6,71,6,9,Yes,61,
2,73,4,8,Yes,47,
3,82,8,3,Yes,63,
6,70,7,6,Yes,61,
8,53,6,9,Yes,51,
1,93,5,8,Yes,68,
1,86,8,9,No,66,
2,53,4,2,No,29,
6,87,9,2,Yes,78,
9,94,7,5,Yes,94,
4,68,9,7,Yes,56,
3,86,8,0,No,68,
8,58,5,3,No,50,
9,66,4,7,Yes,62,
5,48,6,5,Yes,31,
9,76,7,1,Yes,73,
2,76,8,7,Yes,57,
3,82,8,0,Yes,60,
7,67,8,0,No,56,
7,91,8,6,Yes,88,
6,96,4,9,No,84,
6,63,6,2,Yes,48,
2,67,5,7,Yes,41,
6,75,7,8,No,65,
4,91,8,7,No,74,
3,57,9,0,Yes,38,
2,64,8,0,No,40,
1,74,6,5,Yes,49,
5,43,6,0,No,30,
2,53,4,7,No,29,
2,78,4,5,Yes,57,
7,65,9,4,Yes,58,
8,47,9,5,No,40,
8,63,4,3,Yes,60,
4,55,7,0,No,41,
1,59,9,6,No,34,
7,54,4,9,Yes,46,
1,46,8,8,No,24,
4,97,4,3,Yes,79,
8,56,7,3,Yes,52,
2,61,4,8,No,36,
6,61,4,3,Yes,52,
6,93,8,9,No,84,
9,51,9,3,No,50,
5,57,8,7,Yes,47,
4,95,8,3,Yes,81,
5,85,4,8,No,70,
5,86,8,7,Yes,77,
8,54,6,4,No,49,
8,76,5,8,No,70,
2,55,5,7,No,28,
7,44,8,9,No,36,
8,41,9,3,No,34,
6,91,7,3,Yes,80,
5,67,8,0,No,51,
9,96,9,3,No,95,
3,80,8,7,No,60,
4,93,4,4,No,78,
9,66,9,5,No,65,
6,70,7,3,No,57,
8,80,8,4,Yes,75,
7,75,6,9,Yes,69,
2,86,9,7,No,62,
3,82,5,8,No,63,
1,40,9,2,No,11,
9,89,6,9,Yes,91,
7,68,6,3,No,58,
1,40,6,0,No,15,
3,47,7,4,No,24,
4,96,7,3,No,80,
4,55,9,5,No,36,
5,97,7,5,No,83,
3,67,5,9,Yes,49,
3,61,4,5,No,41,
1,57,9,2,No,33,
7,61,8,6,No,52,
1,80,8,2,No,52,
2,51,9,5,No,31,
4,58,4,9,No,38,
4,64,8,0,No,45,
5,89,9,7,No,79,
2,98,9,6,No,78,
4,44,6,8,Yes,24,
1,98,5,2,Yes,72,
2,73,8,7,Yes,52,
1,78,5,1,No,50,
4,98,9,8,Yes,83,
4,49,4,0,Yes,32,
7,86,9,9,Yes,84,
9,96,8,6,Yes,95,
9,46,5,9,No,43,
5,99,6,0,Yes,82,
1,76,6,5,Yes,54,
1,86,9,0,No,59,
6,91,4,3,Yes,78,
2,99,7,6,No,79,
8,91,8,1,Yes,87,
9,54,9,2,Yes,53,
4,81,6,3,Yes,65,
5,63,6,5,No,48,
8,65,4,8,Yes,61,
3,65,6,3,Yes,41,
5,85,8,5,No,75,
3,65,4,6,Yes,44,
3,97,5,3,Yes,79,
3,49,4,5,Yes,29,
7,56,8,2,Yes,44,
7,92,8,4,Yes,85,
7,53,5,9,No,40,
8,41,9,3,No,36,
5,87,4,6,No,72,
5,52,8,5,Yes,36,
4,66,8,6,Yes,51,
7,48,5,5,Yes,38,
4,46,7,1,Yes,28,
2,87,4,6,Yes,59,
4,49,8,7,No,30,
8,95,6,6,No,88,
9,93,5,3,No,87,
3,48,7,3,Yes,27,
7,61,7,4,No,51,
9,62,5,8,No,59,
4,46,7,4,No,23,
3,87,8,1,No,71,
5,48,7,4,Yes,33,
1,66,4,2,Yes,38,
3,63,6,9,No,45,
8,68,8,7,No,67,
8,56,5,9,No,49,
4,59,6,9,No,44,
2,46,9,1,No,22,
8,82,8,3,No,79,
8,79,6,4,No,74,
4,46,7,3,No,26,
3,67,9,4,No,49,
2,58,5,9,Yes,33,
9,59,5,3,No,53,
1,83,4,2,Yes,53,
7,78,7,0,Yes,69,
5,79,4,3,No,65,
8,46,4,8,No,37,
4,45,7,0,Yes,28,
7,64,8,6,Yes,56,
5,80,9,2,No,64,
5,98,4,7,Yes,83,
9,52,6,5,No,50,
9,78,9,0,No,77,
9,79,8,9,Yes,79,
6,61,7,4,No,49,
6,88,5,7,Yes,77,
5,56,8,2,No,40,
9,87,4,3,No,83,
8,61,6,6,Yes,53,
7,73,9,5,Yes,66,
7,47,7,6,No,42,
6,88,5,8,No,76,
5,84,9,8,Yes,75,
4,57,6,1,No,40,
3,63,5,2,Yes,45,
3,99,7,3,Yes,73,
6,93,9,5,Yes,84,
4,99,8,4,No,84,
6,81,4,5,Yes,71,
3,41,7,7,No,23,
4,41,6,1,Yes,24,
9,66,8,5,No,64,
5,53,9,8,No,38,
7,87,5,4,Yes,74,
2,78,8,0,Yes,58,
5,92,8,7,Yes,78,
9,92,6,3,No,88,
3,95,4,7,No,76,
9,51,8,3,No,48,
6,71,8,7,Yes,59,
4,67,4,8,Yes,46,
7,94,4,4,Yes,84,
8,67,5,4,Yes,61,
6,85,9,1,Yes,76,
5,64,5,8,No,49,
6,43,4,3,Yes,30,
5,65,7,2,No,47,
8,75,4,1,Yes,70,
1,89,5,2,Yes,69,
7,42,6,3,Yes,35,
2,40,6,8,Yes,20,
9,56,9,5,Yes,55,
1,46,8,9,No,19,
6,87,6,4,Yes,74,
9,44,5,8,No,42,
1,58,6,7,No,34,
4,78,7,5,No,59,
4,85,4,2,No,67,
9,73,4,6,Yes,70,
5,74,5,9,Yes,61,
5,88,8,5,Yes,76,
6,55,4,7,Yes,44,
1,79,6,5,Yes,50,
1,89,7,9,No,68,
9,86,8,3,Yes,87,
3,78,8,9,Yes,60,
4,66,8,6,No,47,
1,80,4,6,Yes,55,
9,77,9,7,Yes,73,
8,89,8,1,No,87,
2,89,5,5,Yes,66,
8,64,6,2,No,56,
7,65,9,7,No,59,
6,95,7,3,Yes,83,
1,53,6,3,No,26,
7,53,5,1,Yes,41,
7,53,5,5,Yes,45,
9,64,9,5,Yes,63,
1,75,6,0,No,50,
2,43,4,7,No,15,
9,86,5,2,No,79,
9,54,8,0,No,49,
6,71,7,9,No,63,
6,57,7,0,No,42,
4,53,5,0,No,32,
4,97,8,4,No,84,
5,40,6,4,No,26,
3,81,7,0,No,62,
1,59,8,4,No,33,
1,49,8,6,Yes,28,
7,49,4,4,No,36,
1,98,5,8,Yes,73,
1,63,8,3,Yes,37,
3,73,6,8,Yes,53,
4,67,7,7,Yes,48,
4,66,4,0,No,48,
2,79,6,3,Yes,54,
1,40,7,6,Yes,12,
3,72,5,0,Yes,46,
4,43,6,7,No,24,
3,46,7,1,Yes,26,
8,48,4,7,Yes,42,
1,55,7,3,No,28,
2,44,8,7,No,20,
7,73,4,0,No,61,
4,99,6,4,No,80,
8,62,9,8,No,62,
3,82,5,6,No,59,
6,89,4,2,No,74,
9,64,4,3,No,59,
1,96,4,9,No,68,
1,90,7,6,Yes,66,
8,52,8,5,No,43,
3,63,9,3,Yes,44,
5,50,5,2,Yes,34,
1,91,5,1,No,62,
5,90,8,9,No,77,
6,56,7,8,No,44,
8,76,7,2,No,69,
3,52,8,6,Yes,35,
3,66,8,0,Yes,50,
9,59,6,7,No,50,
4,72,7,0,Yes,54,
4,81,4,1,No,59,
7,71,5,0,Yes,60,
2,47,7,3,Yes,25,
8,95,8,1,No,94,
6,68,4,0,No,53,
3,79,6,0,Yes,59,
9,58,9,1,No,53,
5,45,6,5,Yes,29,
8,83,4,1,No,73,
7,99,4,1,No,87,
8,78,8,7,No,72,
7,87,9,4,No,82,
3,80,8,7,No,60,
2,60,5,7,No,38,
7,96,9,1,No,89,
3,61,9,6,Yes,45,
3,81,5,8,No,57,
2,49,6,7,Yes,27,
4,49,4,8,No,31,
8,91,6,7,Yes,86,
1,68,8,3,No,45,
1,55,7,9,No,30,
5,40,8,6,Yes,28,
5,56,7,8,No,43,
1,69,4,8,No,43,
6,65,4,3,No,52,
1,92,9,6,No,68,
5,85,4,5,No,73,
9,58,5,2,Yes,56,
5,92,5,9,No,78,
6,60,7,5,Yes,49,
8,56,6,7,Yes,52,
1,85,9,1,Yes,62,
2,79,6,2,Yes,59,
9,60,7,7,Yes,60,
3,92,5,3,Yes,71,
6,80,8,3,Yes,68,
5,79,9,1,Yes,68,
2,84,7,9,No,63,
7,88,6,0,Yes,77,
4,58,7,6,No,43,
1,99,7,3,Yes,77,
4,46,4,5,Yes,28,
6,56,5,7,No,47,
7,40,9,6,Yes,34,
7,76,4,6,No,64,
7,96,5,5,Yes,88,
3,45,7,3,No,21,
6,65,5,3,No,53,
8,41,6,8,Yes,34,
4,98,9,4,Yes,83,
8,71,4,8,Yes,67,
2,96,9,8,Yes,75,
9,87,7,3,No,88,
9,93,6,1,No,87,
8,44,5,1,No,32,
1,76,5,8,No,50,
2,70,6,8,No,50,
6,51,5,2,No,38,
5,74,4,4,No,57,
9,69,8,4,Yes,64,
5,87,5,1,Yes,71,
2,45,7,1,Yes,19,
4,54,5,9,Yes,38,
9,54,9,0,Yes,52,
1,55,7,1,Yes,27,
1,59,5,6,Yes,32,
7,52,5,0,Yes,45,
3,83,7,0,No,61,
2,81,4,8,Yes,57,
9,85,8,1,Yes,83,
3,70,8,3,Yes,48,
2,73,4,2,No,50,
8,68,5,3,Yes,61,
6,42,8,6,No,29,
6,48,4,9,No,37,
7,50,4,1,Yes,39,
7,50,8,1,No,39,
6,64,7,8,Yes,54,
4,61,6,5,Yes,46,
9,81,7,6,Yes,78,
6,97,5,4,No,83,
4,85,7,4,Yes,64,
3,48,9,3,Yes,26,
4,59,6,7,Yes,41,
3,98,6,6,No,76,
2,60,4,9,No,35,
5,49,9,1,No,39,
2,61,5,1,No,39,
6,68,4,5,Yes,54,
3,48,7,0,Yes,28,
6,44,7,6,No,30,
9,79,8,7,Yes,81,
1,50,4,9,No,24,
6,40,9,7,Yes,32,
9,92,4,2,Yes,87,
4,81,4,6,No,66,
2,40,4,0,No,13,
4,97,6,2,Yes,76,
1,93,8,5,No,68,
3,78,5,8,Yes,57,
9,99,5,4,Yes,98,
5,85,5,4,Yes,69,
6,44,6,8,Yes,34,
3,88,8,8,No,68,
5,61,9,5,Yes,47,
8,65,8,4,Yes,60,
6,92,6,9,Yes,83,
4,45,9,1,No,25,
2,71,4,7,Yes,50,
9,87,7,7,No,87,
1,50,4,6,No,22,
1,49,5,7,No,22,
4,86,4,2,No,62,
7,78,6,2,No,72,
1,94,5,1,No,66,
9,73,7,0,No,71,
4,70,9,2,Yes,53,
3,51,9,2,Yes,32,
1,90,5,6,No,65,
4,83,4,9,No,65,
9,55,8,8,No,50,
6,77,8,0,Yes,66,
6,42,9,7,No,29,
1,41,8,0,Yes,13,
2,91,5,2,Yes,66,
6,44,8,3,No,32,
2,50,6,7,Yes,26,
3,97,9,0,No,75,
4,64,7,1,No,46,
5,74,8,4,No,62,
9,74,6,5,Yes,69,
4,61,6,4,No,43,
9,76,5,2,Yes,74,
3,61,9,9,No,43,
8,94,5,6,No,86,
1,50,7,0,No,24,
9,71,7,1,No,67,
9,74,4,8,No,71,
2,70,7,3,Yes,48,
4,84,9,7,No,64,
8,92,9,8,No,88,
7,47,5,6,No,39,
1,59,6,0,Yes,35,
5,81,4,4,No,67,
7,73,7,5,No,65,
4,43,6,7,No,27,
1,57,5,9,No,32,
9,90,8,7,Yes,89,
5,43,4,8,No,30,
2,59,9,8,Yes,37,
8,97,6,3,Yes,91,
2,48,5,5,Yes,26,
3,55,5,2,Yes,32,
1,65,4,0,No,34,
2,77,4,5,No,51,
7,64,7,0,Yes,56,
2,43,7,8,Yes,26,
6,80,9,5,Yes,73,
3,98,9,0,No,80,
4,84,4,2,Yes,69,
8,80,4,0,Yes,73,
3,77,6,1,Yes,55,
6,92,7,5,Yes,82,
1,58,5,6,Yes,32,
7,53,7,0,No,41,
8,60,7,9,Yes,55,
8,54,4,4,No,43,
3,42,4,5,No,20,
1,76,7,3,No,50,
9,92,8,5,No,90,
6,89,8,4,No,82,
9,85,9,6,Yes,85,
7,55,7,3,No,49,
1,53,8,0,No,24,
1,48,9,1,Yes,25,
6,86,9,5,No,76,
5,46,7,9,Yes,33,
9,53,9,1,Yes,48,
2,45,4,4,Yes,21,
8,60,4,3,Yes,58,
5,54,4,6,Yes,40,
2,91,5,3,No,67,
6,47,4,6,Yes,35,
8,73,4,7,Yes,68,
4,79,7,6,No,66,
2,40,8,1,No,16,
5,71,8,0,No,57,
2,97,4,4,No,73,
2,88,4,6,Yes,64,
6,90,4,0,No,77,
9,44,9,7,Yes,46,
4,69,7,2,No,50,
6,61,7,6,No,50,
7,59,7,2,No,51,
6,55,8,3,No,43,
8,46,5,7,No,40,
4,46,8,1,Yes,30,
1,89,7,5,Yes,63,
7,89,6,9,Yes,82,
3,41,5,8,No,20,
6,86,4,9,Yes,73,
2,53,9,8,No,32,
9,70,8,4,No,67,
1,89,9,2,Yes,69,
6,80,5,5,Yes,67,
6,53,6,8,No,44,
5,44,5,5,No,29,
5,50,8,3,Yes,38,
1,79,7,4,No,52,
5,44,4,6,Yes,25,
2,68,7,9,Yes,46,
7,50,7,2,No,42,
3,44,8,8,No,24,
4,88,7,0,No,70,
3,93,7,7,No,78,
3,71,8,4,Yes,51,
4,75,8,9,No,61,
5,54,6,8,Yes,38,
1,58,7,1,Yes,34,
4,61,5,0,No,42,
8,73,4,9,Yes,68,
7,95,9,6,No,87,
9,56,4,9,No,53,
5,51,8,8,Yes,39,
4,64,9,4,Yes,45,
8,95,8,3,Yes,89,
9,56,6,3,No,53,
7,49,7,7,No,39,
7,67,8,0,Yes,59,
5,96,8,0,No,81,
4,57,4,7,No,40,
1,90,7,1,Yes,64,
7,57,6,9,No,53,
1,84,8,5,Yes,56,
1,71,8,1,Yes,44,
5,53,8,4,Yes,41,
9,95,4,2,No,91,
6,55,8,6,Yes,46,
3,89,8,8,Yes,65,
3,97,4,1,Yes,76,
7,57,8,6,Yes,50,
6,55,7,7,No,45,
9,56,7,9,Yes,55,
6,46,4,7,No,33,
5,51,7,6,Yes,37,
7,73,9,3,No,63,
1,49,9,3,No,24,
7,44,9,9,No,37,
3,60,6,8,No,39,
9,42,8,9,Yes,41,
6,58,6,8,Yes,46,
9,84,7,4,No,78,
5,83,4,6,No,69,
7,74,9,6,No,71,
4,45,4,8,Yes,28,
7,53,6,6,No,45,
1,43,7,7,No,20,
7,84,8,6,Yes,81,
8,90,7,3,Yes,85,
5,57,9,1,Yes,42,
2,68,7,2,Yes,46,
5,74,4,6,Yes,60,
6,91,5,8,Yes,82,
2,77,9,1,No,55,
6,55,8,6,No,44,
6,59,9,3,Yes,47,
1,63,9,6,No,41,
1,74,8,4,Yes,48,
3,83,9,6,No,62,
3,90,4,5,Yes,64,
4,58,7,1,Yes,40,
2,95,4,6,No,70,
9,43,7,4,No,39,
7,72,5,8,Yes,63,
7,41,9,0,Yes,32,
6,52,5,0,Yes,37,
3,97,6,1,Yes,75,
6,84,7,7,Yes,72,
8,69,4,8,Yes,63,
8,73,4,6,No,64,
9,69,9,0,No,69,
1,90,4,6,No,63,
1,93,6,7,No,65,
3,63,8,6,No,44,
3,87,4,4,Yes,65,
8,83,9,6,Yes,81,
1,72,5,9,No,45,
2,80,4,1,Yes,59,
2,88,4,8,No,67,
3,49,4,1,No,34,
6,57,9,1,Yes,46,
1,58,8,4,Yes,35,
2,46,4,7,No,22,
1,96,8,5,No,72,
5,58,8,8,No,47,
7,63,6,5,No,55,
8,54,5,4,Yes,47,
1,80,4,0,No,55,
7,81,4,7,Yes,74,
5,62,4,2,No,49,
1,91,8,1,No,68,
3,91,7,6,Yes,72,
7,43,5,1,Yes,32,
1,77,9,0,Yes,51,
7,43,4,1,Yes,34,
5,44,7,5,Yes,33,
1,80,7,1,No,56,
1,83,7,0,No,54,
1,62,5,0,No,33,
9,79,7,3,Yes,78,
3,92,9,7,Yes,77,
5,76,4,5,Yes,62,
9,50,9,3,No,51,
6,94,4,5,Yes,78,
9,50,6,5,No,46,
8,52,8,8,No,50,
8,53,7,3,No,47,
1,99,9,5,Yes,74,
9,47,8,9,No,47,
6,64,8,0,No,52,
9,57,8,6,No,54,
3,90,8,6,Yes,69,
3,83,8,0,No,64,
6,83,4,7,Yes,69,
9,57,5,4,Yes,58,
7,49,7,8,No,37,
3,46,7,7,No,26,
3,99,4,2,Yes,80,
2,89,9,0,No,64,
9,83,4,2,Yes,78,
3,53,8,1,Yes,35,
5,54,5,1,Yes,36,
9,55,7,3,No,55,
8,41,9,1,Yes,36,
2,69,6,7,Yes,46,
3,69,4,4,No,51,
2,57,6,0,No,30,
8,70,7,5,Yes,68,
6,83,4,6,Yes,69,
6,87,7,0,Yes,78,
9,52,4,2,No,51,
8,59,9,8,Yes,55,
4,88,7,6,Yes,72,
4,89,6,3,No,71,
9,74,5,5,No,69,
1,62,9,5,Yes,38,
2,81,9,2,No,61,
2,72,4,1,Yes,49,
6,77,6,4,Yes,67,
4,74,7,7,No,56,
3,90,6,2,Yes,68,
3,75,9,4,Yes,60,
3,59,4,2,No,34,
6,94,6,6,Yes,83,
8,42,7,5,No,37,
7,47,8,5,Yes,42,
4,79,9,0,No,62,
4,98,5,1,No,80,
2,71,5,5,No,46,
1,68,9,7,No,47,
9,46,8,4,No,46,
2,41,4,1,No,13,
8,60,6,4,Yes,55,
9,45,6,8,Yes,42,
4,67,8,5,No,51,
8,87,8,4,Yes,81,
9,81,7,9,No,75,
5,75,7,5,No,59,
7,71,5,8,Yes,62,
4,84,4,6,No,65,
1,81,4,9,Yes,51,
3,92,8,2,No,73,
5,85,5,9,No,68,
3,48,5,9,Yes,28,
7,50,7,4,No,39,
9,62,6,3,No,55,
6,89,4,4,No,76,
1,50,5,7,Yes,24,
7,88,7,5,Yes,81,
3,41,7,3,Yes,24,
5,42,7,4,Yes,29,
4,50,6,6,Yes,37,
5,89,5,7,No,74,
5,98,8,4,Yes,84,
6,74,8,1,Yes,64,
6,97,7,5,No,90,
8,54,7,8,No,46,
8,82,6,2,Yes,79,
9,50,7,6,No,48,
8,70,9,7,No,65,
2,67,5,5,No,46,
1,67,7,2,Yes,39,
2,71,7,0,No,49,
2,64,5,2,No,39,
3,59,4,5,Yes,40,
7,67,9,3,No,60,
2,64,9,0,No,43,
1,50,8,5,Yes,25,
6,58,7,0,Yes,45,
9,67,5,7,Yes,64,
3,40,8,2,No,20,
6,98,6,2,Yes,87,
3,44,4,0,Yes,23,
1,49,7,2,No,23,
5,81,4,6,No,67,
4,85,7,9,No,74,
7,73,7,7,No,64,
6,75,7,7,No,66,
7,41,4,2,Yes,29,
5,57,9,4,Yes,42,
4,52,6,0,Yes,37,
7,90,9,8,No,82,
7,44,5,7,Yes,35,
6,59,5,9,No,46,
8,41,9,1,No,40,
4,50,6,9,Yes,34,
5,69,6,0,Yes,52,
4,71,7,3,No,52,
1,71,7,8,No,50,
8,97,5,7,Yes,91,
1,89,7,2,Yes,64,
5,77,7,9,No,67,
6,94,6,5,No,85,
6,67,4,8,No,53,
5,49,9,9,No,35,
3,61,8,7,Yes,41,
5,94,8,9,Yes,81,
8,56,7,4,No,52,
2,61,7,8,No,39,
6,82,9,8,Yes,72,
9,58,8,2,No,55,
8,56,6,7,No,49,
8,63,8,3,No,60,
8,75,8,9,No,69,
7,71,8,6,No,63,
8,97,7,9,No,94,
6,95,7,7,Yes,86,
2,97,9,6,No,75,
2,85,8,4,Yes,66,
8,98,7,0,Yes,97,
1,91,9,7,Yes,71,
6,75,8,4,No,59,
6,67,6,2,No,54,
4,53,7,1,No,34,
3,97,4,2,Yes,77,
3,75,9,8,Yes,60,
1,45,7,1,No,16,
3,48,6,9,No,30,
4,60,6,0,Yes,42,
5,51,7,1,Yes,36,
3,97,5,1,Yes,77,
6,69,9,4,No,58,
5,70,8,0,Yes,58,
3,79,8,9,Yes,60,
6,95,6,7,Yes,87,
6,43,7,1,No,30,
8,70,5,5,No,59,
2,66,9,4,No,42,
1,97,4,1,Yes,70,
4,96,8,9,Yes,82,
7,64,9,0,Yes,56,
3,44,9,5,Yes,24,
3,45,5,5,No,27,
5,44,9,2,Yes,33,
5,90,8,7,Yes,75,
3,66,7,8,No,45,
9,47,8,2,Yes,45,
4,48,4,8,Yes,30,
3,54,7,7,Yes,29,
2,75,6,4,No,50,
9,96,5,5,Yes,95,
4,80,8,0,No,63,
3,46,7,4,Yes,24,
7,71,9,9,No,63,
8,47,7,9,No,41,
2,86,8,6,No,69,
7,90,6,0,Yes,81,
5,54,8,9,Yes,40,
5,76,6,8,No,66,
3,58,9,6,No,40,
5,78,8,3,Yes,63,
2,45,7,3,No,21,
4,98,4,9,Yes,81,
6,58,4,6,Yes,47,
1,96,9,5,No,69,
4,67,7,2,No,47,
6,56,4,8,Yes,44,
9,81,9,5,Yes,78,
2,58,6,1,Yes,36,
7,70,7,9,No,60,
6,50,6,1,Yes,43,
2,54,7,0,No,30,
8,49,6,4,No,43,
7,82,6,9,Yes,75,
5,62,4,5,No,46,
5,42,7,2,No,29,
7,42,8,3,No,33,
9,57,4,4,No,51,
9,64,6,3,Yes,58,
9,82,6,8,Yes,81,
6,59,8,2,No,49,
6,97,8,4,No,84,
3,68,6,6,No,47,
1,61,8,6,No,38,
7,89,5,5,No,78,
4,96,4,8,Yes,77,
1,54,7,6,Yes,29,
8,78,8,3,Yes,76,
6,49,8,9,Yes,41,
6,60,5,8,No,51,
2,94,7,5,No,70,
1,91,5,0,Yes,63,
2,68,7,8,Yes,46,
4,71,4,6,Yes,53,
2,49,8,5,No,25,
1,52,4,5,No,26,
7,86,7,3,No,74,
8,62,8,3,Yes,57,
6,89,5,2,Yes,80,
4,62,6,7,No,45,
6,70,5,7,No,56,
3,43,6,1,No,19,
8,91,5,4,Yes,86,
2,88,7,8,No,70,
5,99,4,8,No,85,
1,42,6,6,Yes,16,
6,60,7,3,No,47,
2,92,4,3,No,65,
4,41,4,9,No,23,
6,43,8,6,No,29,
8,40,8,2,Yes,36,
8,54,8,2,No,49,
6,96,6,4,Yes,85,
4,72,6,5,No,56,
8,45,4,7,Yes,39,
8,46,6,0,No,40,
1,58,4,6,No,33,
4,83,7,7,Yes,67,
4,40,5,4,No,19,
7,78,4,9,No,74,
7,58,4,1,Yes,47,
8,84,7,3,No,77,
5,65,8,5,No,52,
7,83,9,8,No,76,
8,51,8,1,No,42,
9,61,8,3,No,56,
3,52,4,9,Yes,30,
3,67,4,4,Yes,47,
4,53,6,7,No,34,
5,61,6,7,No,48,
1,69,5,1,Yes,42,
7,83,5,5,Yes,74,
9,59,9,5,Yes,58,
8,83,6,4,Yes,75,
5,66,4,7,Yes,54,
4,77,7,9,Yes,62,
7,98,6,1,No,88,
5,81,4,1,No,64,
7,91,6,6,No,81,
